id,title,genres,overview,director,cast,runtime,release_date,rating,poster_url,trailer_url
7443,Wicked Little Letters,Comedy | Drama | Mystery,"When the denizens of Littlehampton – including conservative Edith – begin receiving letters full of hilarious profanities, rowdy Irish migrant Rose is charged with the crime. Suspecting something amiss, the town's women band together to investigate.",Thea Sharrock,"Olivia Colman, Jessie Buckley, Anjana Vasan, Timothy Spall, Gemma Jones",100,23/02/2024,6.934,/static/posters/Wicked_Little_Letters.jpg,https://www.youtube.com/embed/e-hpxv89I3c
7444,The Red Virgin,Drama | History | Thriller,"Hildegart is conceived and educated by her mother Aurora to be the woman of the future, to become one of the most brilliant minds of Spain in the 1930s and one of the European references on female sexuality.",Paula Ortiz,"Najwa Nimri, Alba Planas, Aixa Villagrán, Patrick Criado, Pepe Viyuela",114,27/09/2024,7.085,/static/posters/The_Red_Virgin.jpg,https://www.youtube.com/embed/yIBvbxTj0i0
7445,Init,Drama,"When a young barrio lass moves in to the city to study, she lives in a boarding house with other college students. Unknown to them, behind her shy and timid personality is a woman with insatiable hunger for sex.",Paul Michael Acero,"Dyessa Garcia, Candy Veloso, Aica Veloso, Rash Flores, Ghion Layug",49,30/07/2024,6.667,/static/posters/Init.jpg,https://www.youtube.com/embed/pgkSHQqpz0M
7446,Bad Newz,Comedy | Romance | Drama,"After a whirlwind marriage with social media influencer Akhil Chadha that ends in divorce, chef Saloni Bagga meets hotelier Gurbir Pannu. One night with Gurbir – and then also with Akhil – leads to Saloni getting pregnant. But who's the father? By a one-in-a-billion twist of fate, Saloni is carrying twins – and not just any twins, each child has a different father!",Anand Tiwari,"Vicky Kaushal, Triptii Dimri, Ammy Virk, Neha Dhupia, Sheeba Chaddha",140,19/07/2024,4.735,/static/posters/Bad_Newz.jpg,https://www.youtube.com/embed/uV50UfcIT68
7447,Kung Fu Games,Action,"Notorious fighters are trapped in lethal martial arts games by a sadistic magnate. Armed only with their combat skills, they face brutal battles for survival in a deadly kill-or-be-killed showdown.",Ryan C. Jaeger,"Mark Strange, Caitlin Dechelle, Jade Xu, Jose Manuel, Matt Goodwin",94,23/08/2024,5.7,/static/posters/Kung_Fu_Games.jpg,https://www.youtube.com/embed/CdBe6qiM1m4
7448,Sujo,Drama,"When a hitman is murdered, he leaves behind Sujo, his beloved 4-year-old son. The shadow of violence stalks Sujo at every stage of his life. As he grows into a man, Sujo will discover that fulfilling his father's destiny seems inevitable.",Astrid Rondero,"Juan Jesús Varela, Yadira Pérez, Sandra Lorenzano, Alexis Varela, Jhon Jairo Hernández",127,21/08/2024,6.5,/static/posters/Sujo.jpg,https://www.youtube.com/embed/p_7o6VEzNE4
7449,Distant,Science Fiction | Comedy | Action,"After crash-landing on an alien planet, an asteroid miner must contend with the challenges of his new surroundings, while making his way across the harsh terrain to the only other survivor – a woman who is trapped in her escape pod.",Will Speck,"Anthony Ramos, Naomi Scott, Kristofer Hivju, Zachary Quinto, Izzy Jones",87,12/07/2024,6.122,/static/posters/Distant.jpg,https://www.youtube.com/embed/XBHNALPwxYE
7450,Spin the Bottle,Horror,"When a group of friends play spin the bottle in a house marked by a brutal massacre, they unknowingly unleash an evil spirit and start dying in terrifying ways. Now, the survivors must stick together to uncover the house's dark secrets and end the bloodshed.",Gavin Wiesen,"Tanner Stine, Kaylee Kaneshiro, Tony Amendola, Ryan Whitney, Hal Cumpston",124,03/10/2024,5.061,/static/posters/Spin_the_Bottle.jpg,https://www.youtube.com/embed/KkSk2xG82Zs
7451,The Most Precious of Cargoes,Animation | Drama | History,"Once upon a time, a poor woodcutter and his wife lived in a great forest. Cold, hunger, poverty, and a war raging all around them meant their lives were very hard.  One day, the woodcutter's wife rescues a baby. A baby girl thrown from one of the many trains that constantly pass through the forest. This baby, this ""most precious of cargoes"", will transform the lives of the poor woodcutter's wife and her husband, as well as those whose paths the child will cross—including the man who threw her from the train. And some will try to protect her, whatever the cost. Their story will reveal the worst and the best in the hearts of men.",Michel Hazanavicius,"Dominique Blanc, Grégory Gadebois, Denis Podalydès, Jean-Louis Trintignant, Serge Hazanavicius",80,20/11/2024,7.505,/static/posters/The_Most_Precious_of_Cargoes.jpg,https://www.youtube.com/embed/6gW-rrODeLs
7452,Katas,Drama | Thriller,"Carmina, who works as a maid in a mansion and soon learns about the dirty secret of their masters, Alex and Grace.",Rodante Pajemna Jr.,"Sahara Bernales, Chester Grecia, Yda Manzano, Cariz Manzano, Mara Jalipa",0,09/02/2024,6,/static/posters/Katas.jpg,https://www.youtube.com/embed/PIfW9Yz86mo
7453,Killer Heat,Crime | Drama | Romance,"An expat PI is hired to investigate a suspicious death in Crete, Greece, where jealousies run deep amongst the victim's powerful family.",Philippe Lacôte,"Richard Madden, Joseph Gordon-Levitt, Shailene Woodley, Babou Ceesay, Clare Holman",97,25/09/2024,5.8,/static/posters/Killer_Heat.jpg,https://www.youtube.com/embed/ADGSIaE6nzE
7454,Life After Fighting,Action | Drama | Thriller,"Retired martial arts world champion Alex Faulkner has settled into a simple life, when the disappearance of two of his students leads to an unthinkable discovery close to home. Just when all hope of finding the children is lost, he locates the imprisoned girls and unsurfaces an international child trafficking operation, which draws him back into the fight of his life against those behind it.",Bren Foster,"Bren Foster, Cassie Howarth, Luke Ford, Annabelle Stephenson, Anthony Nassif",126,07/06/2024,6.788,/static/posters/Life_After_Fighting.jpg,https://www.youtube.com/embed/KMdiYlC_cA8
7455,Bad Genius,Thriller | Drama,"A highly-gifted student sees an opportunity to escape her roots by helping wealthy classmates cheat on key exams, but at great risk to her future.",J.C. Lee,"Callina Liang, Benedict Wong, Jabari Banks, Taylor Hickson, Samuel Braun",96,12/09/2024,6.636,/static/posters/Bad_Genius.jpg,https://www.youtube.com/embed/bSTgvx3eP_k
7456,Ordinary Angels,Drama,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,Jon Gunn,"Hilary Swank, Alan Ritchson, Emily Mitchell, Skywalker Hughes, Nancy Travis",118,22/02/2024,7.753,/static/posters/Ordinary_Angels.jpg,https://www.youtube.com/embed/Nh9vNnimfTo
7457,The Painter,Action | Thriller,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind in a high-stakes game of survival.",Kimani Ray Smith,"Charlie Weber, Jon Voight, Madison Bailey, Max Montesi, Marie Avgeropoulos",100,05/01/2024,6.163,/static/posters/The_Painter.jpg,https://www.youtube.com/embed/rZe3fRnZr78
7458,The Demon Disorder,Horror,"The pasts of three brothers and their deceased father collide when a deep, dark family secret is unearthed, leading to a case of revenge from beyond the grave.",Steven Boyle,"John Noble, Charles Cottier, Christian Willis, Dirk Hunter, Tobie Webster",86,16/08/2024,5.5,/static/posters/The_Demon_Disorder.jpg,https://www.youtube.com/embed/9WXZJG48OPs
7459,Mononoke the Movie: The Phantom in the Rain,Animation | Fantasy | Mystery,"In the chambers of the Edo harem, two newcomers uncover political intrigue, rivalry and a vengeful spirit only one traveling medicine seller can vanquish.",Kenji Nakamura,"Hiroshi Kamiya, Tomoyo Kurosawa, Aoi Yuki, Mami Koyama, Kana Hanazawa",91,26/07/2024,7.239,/static/posters/Mononoke_the_Movie_The_Phantom_in_the_Rain.jpg,https://www.youtube.com/embed/OVDCDT_Lldw
7460,Air Force One Down,Action | Thriller,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",James Bamford,"Katherine McNamara, Ian Bohen, Dascha Polanco, Rade Šerbedžija, Paul S. Tracey",84,09/02/2024,6,/static/posters/Air_Force_One_Down.jpg,https://www.youtube.com/embed/0cWBaR8JW6M
7461,Art of Love,Romance | Action | Drama,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed.",Recai Karagöz,"Birkan Sokullu, Esra Bilgiç, Fırat Tanış, Ushan Çakır, Hakan Ummak",99,13/03/2024,6.35,/static/posters/Art_of_Love.jpg,https://www.youtube.com/embed/f77agh-CZ-c
7462,"Snoopy Presents: Welcome Home, Franklin",Animation | Family,"Franklin is new to town and hoping to make friends, but his usual tactics don't work on the Peanuts gang. When the Soap Box Derby arrives, he's sure it's a chance to impress new pals and teams up with the only other unpartnered kid: Charlie Brown.",Raymond S. Persi,"Caleb Bellavance, Etienne Kellici, Isabella Leo, Wyatt White, Lexi Perri",40,15/02/2024,7.7,"/static/posters/Snoopy_Presents_Welcome_Home,_Franklin.jpg",https://www.youtube.com/embed/GrMX591wZKQ
7463,Shark Girl,Horror | Thriller,"When a beautiful young influencer survives a mysterious shark attack, she becomes a monstrous apex predator, hunting and feeding in sunny Venice Beach, California.",Rob Zazzali,"Alexandra Corin Johnston, Sumayyah Ameerah, Nick Tag, Ryan Bertroche, Devon Odessa",82,09/07/2024,2.6,/static/posters/Shark_Girl.jpg,https://www.youtube.com/embed/mmy-PN0L5zQ
7464,Vulgar,Romance | Comedy | Drama,"Angelika's seemingly perfect life conceals a lack of fulfillment. While arranging her best friend's wedding, she meets Simon, her friend's daring and passionate brother who challenges Angelika's deeply held principles and life beliefs.",Santiago Rivero,"Katrina Kreile, Gabriel Agüero, Gailė Butvilaitė, Āris Matesovičs",103,13/12/2024,10,/static/posters/Vulgar.jpg,https://www.youtube.com/embed/N2gL6MO3EG0
7465,Duchess,Action | Crime | Thriller,"A tough, working-class petty criminal is drawn into the treacherous world of diamond smuggling and morphs into an anti-heroine to be reckoned with in the murky underworld.",Neil Marshall,"Charlotte Kirk, Philip Winchester, Colm Meaney, Hoji Fortuna, Stephanie Beacham",113,01/08/2024,6.1,/static/posters/Duchess.jpg,https://www.youtube.com/embed/Z65PPdXhmn4
7466,Souleymane's Story,Drama,"As he pedals through the streets of Paris to deliver meals, Souleymane repeats his story. In two days, he has to go through his asylum application interview, the key to obtaining papers, but Souleymane is not ready.",Boris Lojkine,"Abou Sangare, Nina Meurisse, Alpha Oumar Sow, Emmanuel Yovanie, Younoussa Diallo",92,09/10/2024,7.502,/static/posters/Souleymane's_Story.jpg,https://www.youtube.com/embed/Rbs53_uMw9o
7467,Unfrosted,Comedy | History,"In a time when breakfast is ruled by milk and cereal, a fierce corporate battle begins over a revolutionary new pastry.",Jerry Seinfeld,"Jerry Seinfeld, Melissa McCarthy, Jim Gaffigan, Hugh Grant, Amy Schumer",97,30/04/2024,5.281,/static/posters/Unfrosted.jpg,https://www.youtube.com/embed/2lqRPUhPfho
7468,Lisa Frankenstein,Horror | Comedy | Romance,"In 1989, a misunderstood teenager has a high school crush — who just happens to be a handsome corpse! After a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness…and a few missing body parts along the way.",Zelda Williams,"Kathryn Newton, Cole Sprouse, Liza Soberano, Henry Eikenberry, Joe Chrest",102,07/02/2024,6.3,/static/posters/Lisa_Frankenstein.jpg,https://www.youtube.com/embed/NIm_DkLGAk4
7469,My Future You,Romance | Comedy | Fantasy | Drama,"Karen and Lex meet on a dating app, only to discover they're living fifteen years apart, connected by a comet. As they unravel the mystery of their unique situation, they work together to change the past and alter their fates.",Crisanto B. Aquino,"Francine Diaz, Seth Fedelin, Almira Muhlach, Christian Vasquez, Peewee O'Hara",109,25/12/2024,0,/static/posters/My_Future_You.jpg,https://www.youtube.com/embed/geZVIDif2Vc
7470,The Real You,Drama | Science Fiction,"Why had a mother who seemed happy desired to end her own life? Desperate to uncover his mother’s true intentions, Sakuya ventures into uncharted technological territory. He turns to VF (Virtual Figure), a technology that aggregates personal data from one’s life to create a “human” in a virtual space.",Yuya Ishii,"Sosuke Ikematsu, Ayaka Miyoshi, Koshi Mizukami, Taiga Nakano, Min Tanaka",122,08/11/2024,8,/static/posters/The_Real_You.jpg,https://www.youtube.com/embed/Nj-rxjHFyik
7471,The Casagrandes Movie,Animation | Comedy | Family,"On a birthday trip to Mexico, 12-year-old Ronnie Anne accidentally frees a demigod trapped in a mountain and needs her family's help to set things right.",Miguel Puga,"Izabella Alvarez, Sumalee Montano, Paulina Chávez, Angélica Aragón, Sonia Manzano",86,21/03/2024,7.1,/static/posters/The_Casagrandes_Movie.jpg,https://www.youtube.com/embed/jOCIRd7kQZ8
7472,Daddio,Drama,A woman taking a cab ride from JFK airport engages in a conversation with the driver about the important relationships in their lives.,Christy Hall,"Dakota Johnson, Sean Penn, Marcos A. Gonzalez, Zora Lloyd, Shannon Gannon",100,27/06/2024,6.263,/static/posters/Daddio.jpg,https://www.youtube.com/embed/gPXWkYK0UUQ
7473,Munjya,Comedy | Horror,"A young man's visit to his native village unveils a family secret and a vengeful spirit, Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches leading to a humorously chaotic and terrifying adventure.",Aditya Sarpotdar,"Abhay Verma, Sharvari Wagh, Ayush Ulagadde, Mona Singh, Suhas Joshi",121,07/06/2024,5.7,/static/posters/Munjya.jpg,https://www.youtube.com/embed/8X3uF80H5LU
